순번,쉼터명칭,사용여부,도로명주소,지번주소,시설유형,시설면적,이용가능인원,운영시작일,운영종료일,평일개방여부,평일 개방시간,평일 종료시간,토요일개방여부,토요일 개방시간,토요일 종료시간,일요일 개방여부,일요일 개방시간,일요일 종료시간,공휴일 개방여부,공휴일 개방시간,공휴일 종료시간,경도,위도,비고,X좌표,Y좌표,야간개방
345,봉황경로당,Y,서울특별시 중랑구 봉우재로33길 55-10 ,서울특별시 중랑구 상봉동 103-3,노인시설,94,50,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,127.0882556,37.5952586,,207794.1167,555080.3409,
346,중화1동주민센터,Y,서울특별시 중랑구 동일로134길 17,서울특별시 중랑구 중화동 287-3,주민센터,200,50,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,127.080715,37.6011345,한파특보 발령 시 18:00~21:00 연장 운영,207127.6231,555731.9016,
347,중화1동통합경로당,Y,서울특별시 중랑구 동일로138길 28,서울특별시 중랑구 중화동 37-4,노인시설,105,59,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,127.0812117,37.6033033,,207171.2765,555972.6524,
348,중화2동주민센터,Y,,서울특별시 중랑구 중화동 311-7,주민센터,450,200,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,127.0774804,37.6020302,한파특보 발령 시 18:00~21:00 연장 운영,206841.9063,555831.0738,
349,봉화경로당,Y,서울특별시 중랑구 봉화산로3길 40-5 ,서울특별시 중랑구 중화동 309-36,노인시설,170,35,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,127.0760238,37.6035243,,206713.1469,555996.7974,
350,학구경로당,Y,서울특별시 중랑구 동일로123길 69-5 ,서울특별시 중랑구 중화동 316-70,노인시설,155,56,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,127.0761238,37.5983096,,206722.4464,555418.0304,
351,백학경로당,Y,서울특별시 중랑구 중랑천로20길 6-14 ,서울특별시 중랑구 중화동 323-14,노인시설,73,51,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,127.0727723,37.5957535,,206426.6973,555134.097,
352,묵1동주민센터,Y,서울특별시 중랑구 공릉로2가길 5,서울특별시 중랑구 묵동 174-3,주민센터,50,15,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,127.0785496,37.6124007,한파특보 발령 시 18:00~21:00 연장 운영,206935.359,556982.1646,
353,화랑마을경로당,Y,,서울특별시 중랑구 묵동 122-174,노인시설,55.2,16,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,127.0803131,37.6090802,,207091.3785,556613.7568,
354,묵1동구립경로당,Y,서울특별시 중랑구 공릉로2라길 26,서울특별시 중랑구 묵동 121-310,노인시설,104.04,12,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,127.0816952,37.6132902,,207213.0068,557081.1265,
355,묵2동주민센터,Y,서울특별시 중랑구 중랑역로 181,서울특별시 중랑구 묵동 243-1,주민센터,40,10,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,127.0759754,37.6095807,한파특보 발령 시 18:00~21:00 연장 운영,206708.3291,556668.9881,
356,구립학수경로당,Y,서울특별시 중랑구 중랑천로 252-1 ,서울특별시 중랑구 묵동 247-101,노인시설,198,66,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,127.0735087,37.6072264,,206490.7338,556407.5131,
357,한양경로당,Y,서울특별시 중랑구 중랑역로 209-3 ,서울특별시 중랑구 묵동 237-50,노인시설,206,68,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,127.0753948,37.6121576,,206656.8347,556954.9547,
358,망우본동주민센터,Y,서울특별시 중랑구 망우로67길 10,서울특별시 중랑구 망우동 340-17,주민센터,280,90,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,127.1014534,37.6005733,한파특보 발령 시 18:00~21:00 연장 운영,208959.0171,555671.391,
359,우림경로당,Y,서울특별시 중랑구 용마산로115나길 8,서울특별시 중랑구 망우동 492-6,노인시설,297,90,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,127.0966015,37.5976509,,208530.8953,555346.585,
360,망우경로당,Y,서울특별시 중랑구 망우로72길 15-3 ,서울특별시 중랑구 망우동 184-27,노인시설,86,29,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,127.1028261,37.5993859,,209080.3801,555539.7345,
361,안산경로당,Y,서울특별시 중랑구 봉우재로65가길 18,서울특별시 중랑구 망우동 461-32,노인시설,78,26,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,127.0980949,37.5957888,,208662.9936,555140.0493,
362,망우본동경로당,Y,서울특별시 중랑구 망우로73길 24-8 ,서울특별시 중랑구 망우동 342-50,노인시설,229,70,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,127.103646,37.6016091,,209152.5116,555786.5648,
363,망우3동주민센터,Y,서울특별시 중랑구 겸재로61길 40,서울특별시 중랑구 망우동 529-2,주민센터,200,50,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,127.0948702,37.5918934,한파특보 발령 시 18:00~21:00 연장 운영,208378.6493,554707.4108,
364,햇님경로당,Y,서울특별시 중랑구 봉우재로58길 16-5 ,서울특별시 중랑구 망우동 474-11,노인시설,78,26,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,127.0952625,37.5936192,,208413.1018,554898.9904,
365,샛별경로당,Y,서울특별시 중랑구 용마공원로5가길 36,서울특별시 중랑구 망우동 421-36,노인시설,100,33,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,127.1021975,37.5930306,,209025.6371,554834.3062,
366,신내1동주민센터,Y,서울특별시 중랑구 용마산로129나길 35,서울특별시 중랑구 신내동 448-1,주민센터,50,10,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,127.099488,37.6058859,한파특보 발령 시 18:00~21:00 연장 운영,208784.8343,556260.8456,
367,새우개경로당,Y,서울특별시 중랑구 용마산로139나길 47,서울특별시 중랑구 신내동 278-12,노인시설,482.17,20,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,127.1023936,37.6178316,,209039.954,557586.965,
368,신내구립경로당,Y,서울특별시 중랑구 망우로65길 20,서울특별시 중랑구 신내동 492-16,노인시설,194,64,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,127.0999623,37.6012589,,208827.2619,555747.3438,
369,피울경로당,Y,서울특별시 중랑구 용마산로129나길 25,서울특별시 중랑구 신내동 417-2,노인시설,120,40,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,127.0996758,37.6061887,,208801.3814,556294.4706,
370,중랑구청 지하상황실,Y,서울특별시 중랑구 봉화산로 179,서울특별시 중랑구 신내동 662,기타,50,20,2025-02-01,2025-03-15,Y,9:00:00,18:00:00,Y,9:00:00,18:00:00,Y,9:00:00,18:00:00,Y,9:00:00,18:00:00,127.0926557,37.6066787,한파 특보시 24시간 운영,208181.4522,556348.2204,
371,신내2동주민센터,Y,서울특별시 중랑구 봉화산로 190,서울특별시 중랑구 신내동 665,주민센터,36,9,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,127.0941612,37.6062938,한파특보 발령 시 18:00~21:00 연장 운영,208314.43,556305.633,
372,성북동 주민센터,Y,서울특별시 성북구 성북로 37,서울특별시 성북구 성북동1가 117-1,주민센터,440.3,20,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,127.003228,37.591027,,200285.0905,554607.0234,
373,성북구청,Y,서울특별시 성북구 보문로 168,서울특별시 성북구 삼선동5가 411,기타,36,10,2025-01-14,2025-03-15,Y,9:00:00,18:00:00,Y,9:00:00,18:00:00,Y,9:00:00,18:00:00,Y,9:00:00,18:00:00,127.0168716,37.589445,한파특보 발효시 24시간 운영,201490.0974,554431.5682,
374,삼선실버복지센터,Y,서울특별시 성북구 삼선교로18길 41,서울특별시 성북구 삼선동5가 2-2,노인시설,200,542,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,127.014055,37.589148,,201241.3406,554398.5636,
375,삼선동 주민센터,Y,서울특별시 성북구 보문로 190,서울특별시 성북구 삼선동4가 349-1,주민센터,637,50,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,127.0145,37.590897,,201280.6131,554592.6888,
376,동선동 주민센터,Y,서울특별시 성북구 동소문로26길 27,서울특별시 성북구 동선동3가 130-7,주민센터,159.7,80,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,127.020394,37.593941,,201801.0869,554930.6354,
377,돈암1동 주민센터,Y,서울특별시 성북구 정릉로48길 35,서울특별시 성북구 돈암동 7-15,주민센터,740,50,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,127.027764,37.6025405,,202451.6829,555885.2512,
378,아리랑 도서관,Y,서울특별시 성북구 아리랑로 82,서울특별시 성북구 돈암동 538-98,기타,420,20,2024-11-15,2025-03-15,Y,9:00:00,22:00:00,Y,9:00:00,18:00:00,Y,9:00:00,18:00:00,N,,,127.0139802,37.5998502," [평시]  1. 평일 : 09:00 ~ 22:00  2. 토/일 : 09:00 ~ 18:00 [휴무]  매월 둘째주, 넷째주 월요일, 일요일을 제외한 법정 공휴일 휴무 ",201234.5574,555586.3871,
379,아리랑 시네미디어센터,Y,서울특별시 성북구 아리랑로 82,서울특별시 성북구 돈암동 538-98,기타,"1,717.00",800,2024-11-15,2025-03-15,Y,9:00:00,22:00:00,Y,9:00:00,18:00:00,Y,9:00:00,18:00:00,N,,,127.0138514,37.5999288,[평시] 1. 평일 : 09:00 ~ 22:00 2. 토/일 : 09:00 ~ 18:00 3. 공휴일 : 미운영 4. 매월 두 번째 월요일 미운영,201223.1821,555595.1092,
380,돈암2동 주민센터,Y,서울특별시 성북구 흥천사길 7,서울특별시 성북구 돈암동 603-1,주민센터,480,50,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,127.0105121,37.5980523,,200928.3203,555386.8002,
381,안암동 주민센터,Y,서울특별시 성북구 고려대로 16,서울특별시 성북구 안암동2가 140-4,주민센터,53,30,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,127.0213469,37.5858009,,201885.4472,554027.1947,
382,보문동 주민센터,Y,서울특별시 성북구 안암로3길 35,서울특별시 성북구 보문동7가 108-1,주민센터,229,30,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,127.0228304,37.5804183,,202016.6212,553429.8183,
383,정릉1동 주민센터,Y,서울특별시 성북구 정릉로38마길 33,서울특별시 성북구 정릉동 1020,주민센터,965,50,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,127.0166532,37.6014404,,201470.5722,555762.9202,
384,정릉2동 주민센터,Y,서울특별시 성북구 정릉로 236,서울특별시 성북구 정릉동 966-113,주민센터,120,10,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,127.0100139,37.6050774,[정릉파출소 옆 아동청소년 센터 건물 1층] 도로명 주소 : 서울시 성북구 정릉로 242,200884.2412,556166.5039,
385,정릉3동 주민센터,Y,서울특별시 성북구 솔샘로1길 6-3 ,서울특별시 성북구 정릉동 673-3,주민센터,"3,580.00",50,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,127.0041665,37.6089311,,200367.8887,556594.1834,
386,정릉종합사회복지관,Y,서울특별시 성북구 솔샘로5길 92,서울특별시 성북구 정릉동 산 1-293,복지회관,"1,599.00",402,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,Y,9:00:00,14:00:00,N,,,N,,,127.0011384,37.6112518,[평시]  평일 : 09:00 ~ 18:00 토요일 : 09:00 ~ 14:00 운영  공휴일 : 미운영 ,200100.514,556851.7483,
387,정릉실버복지센터,Y,서울특별시 성북구 솔샘로 8,서울특별시 성북구 정릉동 674-4,노인시설,813.98,203,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,127.0045422,37.608211,,200401.0657,556514.2617,
388,성북 청수도서관,Y,서울특별시 성북구 보국문로16가길 20,서울특별시 성북구 정릉동 266-121,기타,"42,519.00",124,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,Y,9:00:00,18:00:00,Y,9:00:00,18:00:00,N,,,127.0107669,37.6117476,"평시  평일(09:00 ~ 18:00) 개방 토/일(09:00 ~ 18:00) 개방 [휴무] 월요일, 법정공휴일 휴관",200950.6473,556906.8306,
389,정릉4동 주민센터,Y,서울특별시 성북구 보국문로 106-1 ,서울특별시 성북구 정릉동 293-6,주민센터,"3,180.00",150,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,127.0069976,37.613347,,200617.8294,557084.3152,
390,길음1동 주민센터,Y,서울특별시 성북구 길음로 92,서울특별시 성북구 길음동 1281-7,주민센터,"2,179.00",30,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,127.0193799,37.6104983,,201711.1478,556768.294,
391,길음2동 주민센터,Y,서울특별시 성북구 삼양로2길 70,서울특별시 성북구 길음동 1064-1,주민센터,66,10,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,127.0272712,37.6067637,,202408.0304,556353.9673,
392,길음종합사회복지관,Y,서울특별시 성북구 삼양로2길 55,서울특별시 성북구 길음동 1289-12,복지회관,"1,756.00",967,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,Y,9:00:00,14:00:00,N,,,N,,,127.0267766,37.6066692,[평시] (평일) 09:00 ~ 18:00 (토) 09:00 ~ 14:00 (일/공휴일) 미운영,202364.3605,556343.4662,
393,성북노인종합복지관,Y,서울특별시 성북구 종암로15길 10,서울특별시 성북구 종암동 66-14,노인시설,"2,595.00",648,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,127.0343942,37.5977879,,203037.3519,555357.959,
394,종암동 주민센터,Y,서울특별시 성북구 종암로 98-8 ,서울특별시 성북구 종암동 16-8,주민센터,974,200,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,127.0351991,37.5990299,,203108.3809,555495.8336,
395,생명의전화 종합사회복지관,Y,서울특별시 성북구 오패산로 21,서울특별시 성북구 하월곡동 96-113,복지회관,"1,649.00",500,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,Y,9:00:00,14:00:00,N,,,N,,,127.036854,37.6042277,[평시] (평일) 09:00 ~ 18:00 (토) 09:00 ~ 14:00 (일/공휴일) 휴무,203254.2963,556072.788,
396,월곡종합사회복지관,Y,서울특별시 성북구 오패산로16길 23,서울특별시 성북구 하월곡동 222-5,복지회관,"2,015.00",700,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,Y,9:00:00,14:00:00,N,,,N,,,127.037481,37.608929,[평시] (평일) 09:00 ~ 18:00 (토) 09:00 ~ 14:00 (일/공휴일) 휴무,203309.4536,556594.6028,
397,월곡1동 주민센터,Y,서울특별시 성북구 오패산로 96,서울특별시 성북구 하월곡동 225-7,주민센터,"1,247.00",50,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,127.0357877,37.6106159,,203159.8692,556781.772,
398,성북구 보건소,Y,서울특별시 성북구 화랑로 63,서울특별시 성북구 하월곡동 46-1,보건소,63,15,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,Y,9:00:00,18:00:00,N,,,N,,,127.0395539,37.6026857,[평시] (평일) 09:00 ~ 18:00 (토) 09:00 ~ 18:00 (일/공휴일) 휴무,203492.7761,555901.74,
399,성북정보도서관,Y,서울특별시 성북구 화랑로18자길 13,서울특별시 성북구 상월곡동 24-348,기타,"6,667.00",250,2024-11-15,2025-03-15,Y,9:00:00,22:00:00,Y,9:00:00,18:00:00,Y,9:00:00,18:00:00,N,,,127.0505729,37.6049353,"[평시] 1. 평일 : 09:00 ~ 22:00 2. 주말 : 09:00 ~ 18:00 [휴무]  첫째주, 셋째주 월요일, 법정공휴일 휴관",204465.6658,556151.8879,
400,상월곡실버복지센터,Y,서울특별시 성북구 화랑로18길 6,서울특별시 성북구 상월곡동 97-22,노인시설,576,80,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,127.0480919,37.605864,,204246.5368,556254.8483,
401,월곡2동 주민센터,Y,서울특별시 성북구 화랑로 152,서울특별시 성북구 상월곡동 97-22,주민센터,867,50,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,127.04796,37.6057652,,204234.8956,556243.8766,
402,장위1동 주민센터,Y,서울특별시 성북구 장위로 61,서울특별시 성북구 장위동 225-100,주민센터,160,36,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,127.0438185,37.6140351,,203868.7703,557161.5668,
403,장위종합사회복지관,Y,서울특별시 성북구 화랑로 237,서울특별시 성북구 장위동 65-24,복지회관,115.83,290,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,Y,9:00:00,14:00:00,N,,,N,,,127.0555651,37.6104451,[평시] (평일) 09:00 ~ 18:00 (토) 09:00 ~ 14:00 (일/공휴일) 휴무,204906.1229,556763.6646,
404,장위2동 주민센터,Y,서울특별시 성북구 돌곶이로27길 12,서울특별시 성북구 장위동 69-54,주민센터,199,10,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,127.0544177,37.612438,,204804.685,556984.7956,
405,장위실버복지센터,Y,서울특별시 성북구 한천로 708,서울특별시 성북구 장위동 320-1,노인시설,264,30,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,127.053532,37.6201187,,204725.998,557837.2257,
406,장위3동주민센터,Y,,서울특별시 성북구 장위동 97-3,주민센터,522.18,80,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,127.0554624,37.6150498,,204896.7531,557274.7311,
407,돌곶이생활예술문화센터,Y,서울특별시 성북구 화랑로32길 100-1 ,서울특별시 성북구 석관동 261-125,기타,99,10,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,Y,9:00:00,18:00:00,N,,,N,,,127.0587623,37.6062826,"매주 일,월, 공휴일 휴관",205188.709,556301.8444,
408,석관실버복지센터,Y,서울특별시 성북구 화랑로32길 88,서울특별시 성북구 석관동 261-394,노인시설,478,200,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,127.0582638,37.6066924,,205144.6632,556347.3003,
409,석관동 주민센터,Y,서울특별시 성북구 화랑로 296,서울특별시 성북구 석관동 384-3,주민센터,160,50,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,127.061374,37.6129713,,205418.8367,557044.3649,
410,미양할머니경로당,Y,서울특별시 강북구 삼양로35가길 7-4 ,서울특별시 강북구 미아동 791-2308,노인시설,91.82,35,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,127.0193915,37.6206923,,201711.9383,557899.7183,
411,삼양동주민센터,Y,서울특별시 강북구 솔매로 69,서울특별시 강북구 미아동 762-20,주민센터,167.01,30,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,127.0199065,37.6249773,,201757.3032,558375.3172,
412,팔팔경로당,Y,서울특별시 강북구 인수봉로 36,서울특별시 강북구 미아동 837-1798,노인시설,171.76,35,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,127.0132726,37.623229,,201171.7041,558181.171,
413,청암경로당,Y,서울특별시 강북구 솔매로22길 11,서울특별시 강북구 미아동 776-14,노인시설,95.16,20,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,127.016998,37.624735,,201500.5519,558348.374,
414,구세군강북종합사회복지관,Y,서울특별시 강북구 인수봉로20가길 24,서울특별시 강북구 미아동 791-1509,복지회관,60.45,20,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,127.0133722,37.6257196,,201180.4574,558457.6024,
415,실개울경로당,Y,서울특별시 강북구 삼양로47길 37,서울특별시 강북구 미아동 760-22,노인시설,157,25,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,127.0169319,37.6226723,,201494.758,558119.4352,
416,삼일경로당,Y,서울특별시 강북구 삼양로41길 61,서울특별시 강북구 미아동 839-460,노인시설,52.33,15,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,127.0167817,37.6215081,,201481.5214,557990.219,
417,미아동주민센터,Y,서울특별시 강북구 솔매로49길 14,서울특별시 강북구 미아동 197-1,주민센터,367,30,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,127.026937,37.627043,,202377.8748,558604.7429,
418,미아 경로당,Y,서울특별시 강북구 솔매로 147-11 ,서울특별시 강북구 미아동 198-30,노인시설,132,30,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,127.0285432,37.6274542,,202519.6489,558650.4237,
419,요한경로당,Y,서울특별시 강북구 도봉로49길 62,서울특별시 강북구 미아동 301-10,노인시설,129,50,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,127.022968,37.624712,,202027.573,558345.9334,
420,운산경로당,Y,서울특별시 강북구 도봉로72길 14-4 ,서울특별시 강북구 미아동 187-14,노인시설,161.19,40,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,127.0250429,37.6319109,,202210.5282,559144.9823,
421,율곡경로당,Y,서울특별시 강북구 오패산로52아길 11,서울특별시 강북구 미아동 258-78,노인시설,167.01,40,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,127.0311905,37.62704,,202753.3544,558604.5262,
422,한빛경로당,Y,서울특별시 강북구 솔매로43길 25,서울특별시 강북구 미아동 223-18,노인시설,127.88,40,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,127.0237313,37.6269019,,202094.8943,558589.0059,
423,원송경로당,Y,서울특별시 강북구 오패산로 156-3 ,서울특별시 강북구 미아동 87-179,노인시설,186.83,30,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,127.0338298,37.6157505,,202986.7914,557351.5929,
424,오패산 경로당,Y,서울특별시 강북구 오패산로52다길 55,서울특별시 강북구 미아동 258-568,노인시설,19.8,5,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,127.0332572,37.6224067,"10월 신규 개소 경로당, 현판 예산 확보 후 설치 예정",202935.9755,558090.3417,
425,꿈의숲해링턴플레이스(아)경로당,Y,서울특별시 강북구 오현로 45,서울특별시 강북구 미아동 1369,노인시설,164.59,50,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,127.03478,37.61718,,203070.6246,557510.2827,
426,벽오산경로당,Y,서울특별시 강북구 월계로21나길 30,서울특별시 강북구 미아동 8-189,노인시설,132.7,40,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,127.0381214,37.6155997,,203365.6983,557335.0009,
427,송중경로당,Y,서울특별시 강북구 도봉로34길 25-3 ,서울특별시 강북구 미아동 130-84,노인시설,196,50,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,127.0294927,37.6223791,,202603.643,558087.1673,
428,송중동주민센터,Y,서울특별시 강북구 오패산로 162,서울특별시 강북구 미아동 87-141,주민센터,266,30,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,127.033751,37.616097,,202979.8204,557390.0482,
429,한일유앤아이(아)경로당,Y,서울특별시 강북구 월계로21가길 41,서울특별시 강북구 미아동 1355,노인시설,117,40,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,127.036443,37.614641,,203217.5554,557228.5367,
430,경남아너스빌(아)경로당,Y,서울특별시 강북구 오패산로30길 30,서울특별시 강북구 미아동 1356,노인시설,148,40,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,127.035654,37.615185,,203147.8716,557288.8881,
431,구봉 경로당,Y,서울특별시 강북구 오현로9길 97,서울특별시 강북구 미아동 3-714,노인시설,67.78,20,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,127.03293,37.6209111,,202907.1482,557924.3359,
432,방천경로당,Y,서울특별시 강북구 월계로7길 39-9 ,서울특별시 강북구 미아동 52-20,노인시설,92.26,27,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,127.0331566,37.612419,,202927.486,556981.8112,
433,꿈의숲롯데캐슬(아)경로당,Y,서울특별시 강북구 오현로 56,서울특별시 강북구 미아동 4,노인시설,212.02,60,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,127.0356095,37.6171825,,203143.8586,557510.5876,
434,송천동주민센터,Y,서울특별시 강북구 솔샘로 284,서울특별시 강북구 미아동 860-56,주민센터,87,30,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,127.023834,37.618268,,202104.2036,557630.7373,
435,송암경로당,Y,서울특별시 강북구 삼양로24길 4-6 ,서울특별시 강북구 미아동 1264-194,노인시설,35.94,10,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,127.0224841,37.6163306,,201985.0781,557415.6773,
436,송천경로당,Y,서울특별시 강북구 솔샘로60길 18-12 ,서울특별시 강북구 미아동 403-86,노인시설,183.84,45,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,127.0243348,37.6180387,,202148.4237,557605.2988,
437,숭인경로당,Y,서울특별시 강북구 삼양로16길 25,서울특별시 강북구 미아동 1261-322,노인시설,135.95,33,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,127.0235704,37.6130543,,202081.0767,557052.0669,
438,큰마을효심경로당,Y,서울특별시 강북구 삼양로54길 60,서울특별시 강북구 미아동 754-63,노인시설,149,25,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,127.0213522,37.6232608,,201884.9698,558184.832,
439,건양경로당,Y,서울특별시 강북구 삼양로40길 6-6 ,서울특별시 강북구 미아동 734-255,노인시설,104.54,33,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,127.0207326,37.6215527,,201830.3135,557995.2388,
440,래미안트리베라2차(아) 경로당,Y,서울특별시 강북구 삼양로27길 19,서울특별시 강북구 미아동 812,노인시설,200.41,25,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,127.0203102,37.6172739,,201793.1259,557520.3297,
441,래미안트리베라1차(아) 경로당,Y,서울특별시 강북구 삼양로19길 25,서울특별시 강북구 미아동 813,노인시설,156.16,25,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,127.0207071,37.6142952,,201828.24,557189.7338,
442,삼각산아이원(아) 경로당,Y,서울특별시 강북구 삼양로19길 113,서울특별시 강북구 미아동 1357,노인시설,144,20,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,127.0177621,37.616235,,201568.1837,557404.9774,
